# Time (s), Energy (keV), RA (deg), Dec (deg)
3.376033416103100181e+08,1.689207187400235677e+00,1.708323199605825664e+02,3.882442498952874299e+00
3.376033416431593895e+08,1.993193781222907024e+00,1.708931952587136038e+02,3.823764276870806889e+00
3.376033417683824301e+08,2.230447069021515016e+00,1.710441624116331241e+02,3.891906453602308691e+00
3.376033418105593324e+08,1.615750481557057299e+02,1.710284320146514574e+02,3.862476264181667229e+00
3.376033418260192871e+08,1.993896724968287959e+00,1.709642099510765263e+02,3.883500340341636381e+00
3.376033419820966721e+08,1.913975092558797497e+00,1.708932131791987388e+02,3.960056131693620696e+00
3.376033420394640565e+08,1.705145868559278854e+00,1.710466156306947596e+02,3.899169467509062237e+00
3.376033420572727919e+08,2.227175833810631556e+00,1.710199704601432416e+02,3.937468730258665506e+00
3.376033421523086429e+08,1.686334087731071074e+00,1.710058598398527465e+02,3.841110362541705125e+00
3.376033422805016637e+08,2.095968319437557792e+00,1.709720024374964851e+02,3.934511306064721659e+00
3.376033423743665814e+08,1.855938524926900257e+00,1.710156550766978683e+02,3.924609891722822042e+00
3.376033424177832603e+08,1.621284369326210673e+00,1.709783661160953727e+02,3.961357291370398492e+00
3.376033428371917605e+08,2.425101067634765517e+00,1.710815334799365814e+02,3.850732108958096145e+00
3.376033428455023766e+08,8.732295698069363254e+01,1.709638205857935418e+02,3.784514792964360108e+00
3.376033429844594598e+08,1.908556681788187603e+00,1.710092985161119827e+02,3.857540455703633242e+00
3.376033432895644307e+08,1.650453835941134040e+00,1.707973848381392941e+02,3.932503402585402874e+00
3.376033432974231243e+08,1.605835382931551258e+00,1.709605527629928758e+02,4.023822567404278239e+00
3.376033433940411210e+08,1.633750659326682841e+00,1.709214300760222329e+02,3.900783535753596265e+00
3.376033434165490270e+08,1.790357609625894630e+00,1.709559126053891589e+02,4.008425052549632106e+00
3.376033437488166690e+08,1.964892289634153411e+00,1.709753078695447925e+02,3.835948723224071877e+00
3.376033438185192943e+08,1.133929933140784811e+02,1.709513187314604181e+02,3.838897489347458780e+00
3.376033439249894023e+08,2.405932929888757954e+00,1.708590013818870830e+02,3.882586380044454444e+00
3.376033444716113210e+08,1.779789130948570941e+00,1.710448375027702355e+02,3.896026373087023487e+00
3.376033446518883705e+08,1.368215380460921153e+02,1.710072010793691959e+02,3.963326562057144731e+00
3.376033446758536696e+08,1.820905216121746273e+00,1.710378470785300919e+02,3.851001925118985092e+00
3.376033446864672303e+08,5.603041399097102726e+01,1.710088448661639404e+02,3.915167164109747855e+00
3.376033449322979450e+08,2.252819303278763563e+00,1.710444907931749299e+02,3.906555584023383432e+00
3.376033449345657229e+08,2.126614067794951879e+00,1.709878792188677892e+02,3.836317410558941265e+00
3.376033451046399474e+08,2.034591783304058765e+00,1.710011930439150944e+02,3.845114379640487634e+00
3.376033453159984350e+08,2.370314323442837434e+00,1.710096911748767923e+02,3.955807551213566864e+00
3.376033453340987563e+08,1.957899045155591766e+00,1.709170714478960065e+02,3.946385838816437452e+00
3.376033454743134379e+08,1.163185784295065162e+02,1.709466423766109813e+02,3.959173882916191545e+00
3.376033456186866164e+08,1.981433012408907457e+00,1.709326978949031570e+02,3.834019456016338534e+00
3.376033456791453362e+08,2.197375614986813552e+00,1.708770870018117307e+02,3.899987295465176640e+00
3.376033459230694175e+08,1.974577132338668051e+00,1.708592835557417118e+02,3.899020899636367776e+00
3.376033459304563403e+08,1.839937887153657137e+00,1.709342199925727357e+02,4.005519284472572217e+00
3.376033459967344999e+08,1.884604510492754903e+00,1.708429959660509212e+02,3.860332065332079399e+00
3.376033460014286637e+08,1.993373017226804489e+00,1.709346171190113068e+02,3.768829772977307258e+00
3.376033464512555003e+08,3.152877947187214858e+01,1.708787785072880467e+02,3.864379574218753888e+00
3.376033465805158019e+08,3.022230213572803859e+00,1.709202209458587163e+02,3.858484939322289975e+00
