# Time (s), Energy (keV), RA (deg), Dec (deg)
3.376033411019905806e+08,1.672739130476205371e+00,1.708805493599610656e+02,3.819659517696564421e+00
3.376033411538339853e+08,8.312211155462159695e+01,1.709957021825567551e+02,3.849324922095987755e+00
3.376033413742663860e+08,1.778672165311678155e+00,1.709927579972375042e+02,3.824664619259183329e+00
3.376033414792792201e+08,2.487946558038008238e+00,1.709222384135722166e+02,3.952454672913980893e+00
3.376033420977888107e+08,2.629540239060693452e+01,1.708982961611618805e+02,3.829501749764898211e+00
3.376033422584868073e+08,3.223616953881926150e+00,1.708807470126650685e+02,3.909041627639946448e+00
3.376033423724235892e+08,6.288625515781642861e+01,1.709316706731472379e+02,3.973272259931637240e+00
3.376033424796085358e+08,2.161290168343916740e+00,1.708881413333256205e+02,3.823093409660743625e+00
3.376033426021487117e+08,1.434690408243282889e+02,1.709741068959692427e+02,3.828981685760615150e+00
3.376033426543702483e+08,1.929357619530242429e+00,1.709337964866316213e+02,3.884787407838059980e+00
3.376033429711517692e+08,1.888400081208528203e+00,1.708715247511823350e+02,3.838278462122232781e+00
3.376033430632233620e+08,2.240588153051192855e+00,1.708434765042949550e+02,3.934606285266032177e+00
3.376033431684142947e+08,1.798430915618451698e+00,1.708841520550115263e+02,3.815782795575663133e+00
3.376033432678745985e+08,2.413970479063071828e+00,1.709425281476645182e+02,3.838365083229678287e+00
3.376033436293992996e+08,1.758893943605894128e+00,1.709763216061907940e+02,3.893819547223304145e+00
3.376033436647374034e+08,1.978044415403948708e+00,1.709946975529212807e+02,3.837641335071247273e+00
3.376033437886078954e+08,2.293929784256572457e+00,1.708718545138550269e+02,3.931030776400625815e+00
3.376033438024517894e+08,3.220839454090696385e+00,1.709228078090413305e+02,3.977899950658176920e+00
3.376033439522023797e+08,1.702950310361897479e+00,1.710511143997936472e+02,3.879941500507875674e+00
3.376033442672222257e+08,2.357764120369393090e+00,1.709635148321090696e+02,3.795351215963044922e+00
3.376033443199811578e+08,1.884288073276674913e+00,1.708716357976450979e+02,3.824401354842082323e+00
3.376033443272888064e+08,2.065690572793683621e+00,1.709669463661426789e+02,3.873840879788113423e+00
3.376033444594044685e+08,4.235558242007743779e+00,1.709517288752139166e+02,3.864071872201486180e+00
3.376033445118510723e+08,1.985945369506585401e+00,1.709555410773171502e+02,3.817220895920099277e+00
3.376033447977652550e+08,2.154316295406310644e+00,1.709989452419926579e+02,3.944799842437491932e+00
3.376033448521701097e+08,2.038282816389150653e+00,1.709311244161494301e+02,3.992634746043956628e+00
3.376033449916220903e+08,2.140697902752998427e+00,1.708772022207069199e+02,3.907992187400146644e+00
3.376033450533337593e+08,2.312414969014897181e+00,1.709155149549371799e+02,3.820417565365534784e+00
3.376033452590323687e+08,2.276918787680471290e+00,1.709671432273355833e+02,3.832622244837631698e+00
3.376033456368869543e+08,2.002192299116718921e+00,1.710328125546330398e+02,3.920461812897838794e+00
3.376033457050625086e+08,3.109416962735553014e+00,1.709740444725964039e+02,3.925423102138697384e+00
