# Time (s), Energy (keV), RA (deg), Dec (deg)
3.376033411899673343e+08,2.113389213692539403e+00,1.710090876186334583e+02,3.947013242107063835e+00
3.376033412103319764e+08,2.173646140951706496e+00,1.709722265080378918e+02,3.943419874556379323e+00
3.376033414033147693e+08,1.723010291461427368e+00,1.710125547053275739e+02,3.898853687652827027e+00
3.376033414900847673e+08,2.213193080007710645e+00,1.709197049557131720e+02,3.876089847973898106e+00
3.376033415387789607e+08,1.717119401285126745e+00,1.710323137252206038e+02,3.844118272555205440e+00
3.376033415684973598e+08,1.961982240709874148e+00,1.709765697137697202e+02,3.871142688098712981e+00
3.376033416079787016e+08,1.707010745909082416e+00,1.710064677767366845e+02,3.950117352800522674e+00
3.376033418239513040e+08,2.261445738708936393e+00,1.708136368292543068e+02,3.950696796149541612e+00
3.376033419687566161e+08,2.230714955833513979e+00,1.709471342130066773e+02,3.830655249703715626e+00
3.376033425311111212e+08,2.174796196534333870e+00,1.708857343373959168e+02,3.775718077238123804e+00
3.376033426390309334e+08,2.212756534936351382e+00,1.709324725383024770e+02,3.975253584676246899e+00
3.376033428523356915e+08,2.014320893987982863e+00,1.709786251185440165e+02,3.954000906265462856e+00
3.376033428905771375e+08,1.619005690067914172e+00,1.709262996427963230e+02,3.849151813938724853e+00
3.376033429944393039e+08,1.164638851054167361e+02,1.708578399467208158e+02,3.956483759684612078e+00
3.376033431400063038e+08,1.649840971053931904e+00,1.709700234970875385e+02,3.952787019364039978e+00
3.376033432117612362e+08,2.282640447331237610e+00,1.708992215990108150e+02,3.995833181146928315e+00
3.376033432755070925e+08,1.701335994703893073e+00,1.709250057142908759e+02,3.846270561555904521e+00
3.376033434513146281e+08,1.676419779273369270e+00,1.709420640216989682e+02,3.868045742127898201e+00
3.376033434850305915e+08,1.631960886204312899e+00,1.709467857789772722e+02,3.900965226126549279e+00
3.376033435312015414e+08,2.316766011035892525e+00,1.710564546768310379e+02,3.876425266454756269e+00
3.376033435586137176e+08,2.405197674492763671e+00,1.710128411897738943e+02,3.862965052392738574e+00
3.376033437157223821e+08,2.348261628577425597e+00,1.710345592409854305e+02,3.862570844280177607e+00
3.376033438579538465e+08,2.320900058925221998e+00,1.709218945977949318e+02,4.005427147134659194e+00
3.376033440262444019e+08,2.070556748551093396e+00,1.710389171926261724e+02,3.860704770604632241e+00
3.376033441426141858e+08,2.256586113823234818e+00,1.710196899233990848e+02,3.872960860635025426e+00
3.376033441842768192e+08,1.774965855253361813e+00,1.710423268576429336e+02,3.877624983773488410e+00
3.376033445417338014e+08,1.847713469899666672e+00,1.710107638077573426e+02,3.846315701965899780e+00
3.376033447219520211e+08,2.163284569700570703e+00,1.710427922836148582e+02,3.859138148426534798e+00
3.376033451038749218e+08,2.196466146556692145e+00,1.709403975722804887e+02,3.823800144018151048e+00
3.376033451998001933e+08,1.967688810970151136e+00,1.710148246087775874e+02,3.948800807231144905e+00
3.376033453005365729e+08,1.890219337410816935e+00,1.709445019194221516e+02,4.006325791505069844e+00
3.376033453313614130e+08,1.802525656835602064e+00,1.708701177052485605e+02,3.976685765794588878e+00
3.376033454170517325e+08,3.654049811843966378e+00,1.708375287259470383e+02,3.883933990494060406e+00
3.376033455757390857e+08,1.712651265236927012e+00,1.709584167819980394e+02,3.991857924592395968e+00
3.376033457712762952e+08,2.941216144077332117e+00,1.708413466815622428e+02,3.887312297791425397e+00
3.376033457810233235e+08,1.292198399519886820e+01,1.709066259841544877e+02,3.889916617800484033e+00
3.376033461326003075e+08,1.619556758771397487e+00,1.708603384458422454e+02,3.961909917466996056e+00
3.376033462699612379e+08,2.410113945413665082e+00,1.709062515173349368e+02,3.838928536812202363e+00
3.376033463214951754e+08,2.319998899526971581e+00,1.709627585349743129e+02,4.012842334251476295e+00
3.376033463837661743e+08,2.208796558847624603e+00,1.709589086710417121e+02,3.794338991106026349e+00
3.376033463888659477e+08,2.126216205751745303e+00,1.709472315109854605e+02,3.920303964984904521e+00
3.376033464249894023e+08,2.508551788780681413e+00,1.709577185505560806e+02,3.866106903836722175e+00
3.376033464948536158e+08,2.228277715702233319e+00,1.709068172810171120e+02,3.987578318791364484e+00
3.376033468195394874e+08,9.988983425617713863e+01,1.709438666054681448e+02,3.859028257415308527e+00
3.376033469964730144e+08,1.934616452151038501e+00,1.710066852879547810e+02,3.825038080768193627e+00
3.376033471821067929e+08,1.845816923270260368e+00,1.710006209091233131e+02,3.935452231198391271e+00
3.376033472099556327e+08,1.677778907503368444e+00,1.708836407373908344e+02,3.854251621622991841e+00
3.376033473998897076e+08,2.273494396538714657e+00,1.709258660871126949e+02,3.925717657186329479e+00
3.376033477870862484e+08,2.391159123633509687e+00,1.708980822783383644e+02,3.846124858973447580e+00
3.376033483239449263e+08,2.213126672603057177e+00,1.709961048749134136e+02,3.825487301837402043e+00
3.376033486057236791e+08,2.812672932982755114e+00,1.708373297507373536e+02,3.848775144841030560e+00
3.376033486762922406e+08,2.025981624630354361e+00,1.708710012926620436e+02,3.797589714408123207e+00
3.376033487249357104e+08,2.670946756954116985e+00,1.709287155745627160e+02,3.942103889492120317e+00
3.376033487334111929e+08,2.056748044935783337e+00,1.709737284258571037e+02,4.003749817523843291e+00
3.376033489477021098e+08,2.384043963698274204e+00,1.709412141684092887e+02,3.977968673091947238e+00
3.376033492560611367e+08,2.395437325181626331e+00,1.709167564203392828e+02,3.977688359367317794e+00
3.376033492845104337e+08,2.660407533270224167e+00,1.709049470695671005e+02,3.877976244092911084e+00
3.376033493232473731e+08,2.370249620825151116e+00,1.708068745597975635e+02,3.932852785936973294e+00
3.376033493659061790e+08,1.643925310419211971e+00,1.710226904270446653e+02,3.916287105966375748e+00
3.376033495285546184e+08,2.466770801354026599e+00,1.709173575036909369e+02,3.902489050793051195e+00
3.376033496002898812e+08,1.725165755151996105e+00,1.708205289013260710e+02,3.922889432489136574e+00
3.376033496027979255e+08,2.089452304176626196e+00,1.708933432063773239e+02,3.926197291504068154e+00
3.376033497038909197e+08,1.733389165756637373e+00,1.710286827264577028e+02,3.886649770504122969e+00
3.376033498796116710e+08,2.109294386721961789e+00,1.709116653289908356e+02,3.819059273220268391e+00
3.376033499630006552e+08,1.653299695471324604e+00,1.708848134280760007e+02,3.872856152100306648e+00
3.376033500215796232e+08,2.977589554572071862e+00,1.709855721165499745e+02,3.919896497520178436e+00
3.376033500958162546e+08,1.661815004413040864e+00,1.709521679654010313e+02,3.902953261035170485e+00
