# Time (s), Energy (keV), RA (deg), Dec (deg)
3.376033410071140528e+08,1.685501425650733021e+00,1.708939429842637878e+02,3.862887050809240552e+00
3.376033413137261271e+08,1.936644116200602950e+00,1.709701472969729821e+02,3.840282048636521228e+00
3.376033415863956809e+08,1.921252172380221834e+00,1.708812983487520398e+02,3.828258618139014136e+00
3.376033416025739908e+08,1.629626962026811121e+00,1.709028516497483849e+02,3.899577144895946645e+00
3.376033417055345178e+08,1.894467345509478706e+00,1.708532626926393903e+02,3.866037328544906782e+00
3.376033417508772612e+08,1.684903044833252705e+00,1.709787983241838276e+02,3.880047978742120485e+00
3.376033419233172536e+08,2.011543619820023832e+00,1.709749723246260658e+02,3.897197268134389159e+00
3.376033419409285784e+08,1.688983203657715926e+00,1.708844636028814534e+02,3.982748803448490804e+00
3.376033419710958600e+08,2.259392568129525269e+00,1.708856739264938653e+02,3.876040854441895167e+00
3.376033420633691549e+08,1.836596711325256592e+00,1.710071217321228687e+02,3.956331835706531130e+00
3.376033421541120410e+08,1.901834316560429006e+00,1.710379061477948426e+02,3.889119547394843224e+00
3.376033422313792109e+08,2.184788129661437317e+00,1.709053033059405209e+02,3.929630793099911923e+00
3.376033422515978813e+08,2.253393166178277340e+00,1.709640871299524179e+02,3.948104221825860183e+00
3.376033423394875526e+08,1.843779751864259797e+00,1.709222241574256884e+02,3.964055223003657424e+00
3.376033423821154833e+08,1.825557277938271383e+00,1.709175497861136250e+02,3.796887768336082658e+00
3.376033423976871371e+08,2.068399954902473858e+00,1.708836764296552815e+02,3.922371098796461730e+00
3.376033426581382751e+08,1.961096508047809328e+00,1.709352052462556060e+02,3.941952325265480450e+00
3.376033426596735716e+08,1.619004046670516228e+00,1.709214074644975767e+02,3.828696012194163778e+00
3.376033427375349402e+08,2.268264105242512763e+00,1.708652810032265563e+02,3.913076000006796118e+00
3.376033427489392757e+08,1.795809545196820345e+00,1.710117312519359416e+02,3.847116793680808389e+00
3.376033427829306126e+08,2.116311726794227521e+00,1.710090691783495629e+02,3.897329090444769495e+00
3.376033428047726750e+08,2.390903573002280069e+00,1.708511457791661030e+02,3.940977579664389552e+00
3.376033428446350694e+08,2.608950965565400182e+00,1.709620466467743256e+02,3.993966408459151740e+00
3.376033429026759267e+08,1.741552050942657637e+00,1.709052028839910520e+02,3.818788536893981789e+00
3.376033430298281908e+08,1.969801758590554730e+00,1.708203682285589196e+02,3.911044797983531662e+00
3.376033430653414130e+08,2.394359841409253509e+00,1.709097761090775407e+02,3.764799189320507278e+00
3.376033430905912519e+08,1.874189228006215791e+00,1.708228898219774123e+02,3.913896450035761809e+00
3.376033431158089042e+08,1.979729677847103853e+00,1.709722404705190684e+02,3.920004793200388526e+00
3.376033431863902211e+08,1.904391078301186369e+00,1.709681498783347138e+02,3.939291432419189221e+00
3.376033431986317635e+08,2.195613268461596768e+00,1.708697150194022640e+02,3.872162781562712208e+00
3.376033432267450690e+08,1.833352175558911945e+00,1.709351522104493029e+02,3.837820610564977919e+00
3.376033433039400578e+08,2.000118429811503340e+00,1.708480202680989066e+02,3.849265018016413187e+00
3.376033433114167452e+08,2.383588151099239827e+00,1.708818246783117445e+02,3.825614714457244769e+00
3.376033436096199155e+08,2.246804277692960206e+00,1.708780682138694260e+02,3.953468018303558651e+00
3.376033436314824820e+08,2.183927099867048582e+00,1.709838731235097384e+02,4.004851230532322504e+00
3.376033438365947008e+08,9.933249786501502854e+01,1.708560601618609951e+02,3.842438095075202398e+00
3.376033439656357169e+08,2.803959379674492602e+00,1.709540042036113903e+02,3.940351791082827848e+00
3.376033442507602572e+08,1.933733921005596379e+00,1.709767735360273093e+02,3.828837470236721607e+00
3.376033442695255280e+08,1.883352592228548783e+00,1.710236711845583670e+02,3.918423533608229370e+00
3.376033448216057420e+08,2.346231342514037532e+00,1.708656815227084564e+02,3.809120013465901344e+00
3.376033448732166290e+08,2.118258548071097369e+00,1.710501518656319604e+02,3.869859090006389835e+00
3.376033449080486298e+08,2.158844493578290002e+00,1.708842856292131103e+02,3.896253259560853444e+00
3.376033450557011962e+08,1.789681997050628803e+00,1.710316653068091455e+02,3.914355004222882517e+00
3.376033451998479962e+08,2.174423875032228892e+00,1.709870381689055421e+02,3.959712253376684199e+00
3.376033453780511618e+08,2.333971585813901850e+00,1.709541464064530487e+02,3.946355581232106502e+00
3.376033453859694004e+08,3.163441864161471440e+00,1.708966634810828680e+02,3.970503204057906466e+00
3.376033454827760458e+08,2.771164308767550377e+00,1.708768407022734550e+02,3.864881643268332834e+00
3.376033455329465270e+08,1.952748751347598066e+00,1.708896856610046200e+02,3.792702797735199027e+00
3.376033456066474915e+08,2.352088012549523821e+00,1.708508881280601486e+02,3.937351044308362802e+00
3.376033456650840640e+08,2.912022769518499477e+00,1.710559728191412887e+02,3.878830302219360870e+00
3.376033458811663389e+08,1.802411372566762537e+00,1.709037062331092045e+02,3.836288909774111300e+00
3.376033459655181170e+08,2.201566207003279096e+00,1.708159678825025765e+02,3.883187822575810522e+00
3.376033461545080543e+08,1.909490101139418083e+00,1.710182919582015870e+02,3.905621244257893920e+00
