# Time (s), Energy (keV), RA (deg), Dec (deg)
3.376033411753628254e+08,1.716354134155166467e+00,1.708360390204894657e+02,3.925622521783766139e+00
3.376033411986336112e+08,1.671749672025490518e+00,1.709630101150434314e+02,3.850490142348999889e+00
3.376033412238839865e+08,2.064926064619728940e+00,1.708922976246081760e+02,3.974431183323652750e+00
3.376033412441588044e+08,2.300376458343373454e+00,1.708450771082409290e+02,3.952641578300796876e+00
3.376033412471375465e+08,2.053428937996319092e+00,1.709671614777840887e+02,3.974586574171901976e+00
3.376033413337188363e+08,1.798398112437517904e+00,1.709335261233664198e+02,3.809093042265430995e+00
3.376033413350905776e+08,2.186129326031884368e+00,1.709293990331698865e+02,3.893606998995972734e+00
3.376033413721721768e+08,1.840355033988161138e+00,1.709565658962491739e+02,3.863729092285760558e+00
3.376033414542958140e+08,2.014731260846867045e+00,1.710119119816482680e+02,3.961971133341643636e+00
3.376033416873220205e+08,2.247109096492073466e+00,1.708473823752052283e+02,3.936614438114942160e+00
3.376033419134142399e+08,1.721581994868905063e+00,1.710452358104384984e+02,3.856655492048683076e+00
3.376033419392118454e+08,1.628971164281361350e+00,1.709168976418121133e+02,3.955835717232230486e+00
3.376033420144273043e+08,7.384530379949778123e+00,1.709498789337716573e+02,3.853169471340405661e+00
3.376033420489106774e+08,2.002786275864186116e+00,1.709548596422277740e+02,3.854934809051967282e+00
3.376033420846785903e+08,1.769759020050619025e+00,1.709788024522673595e+02,3.893938235549476712e+00
3.376033421178309917e+08,1.753828556718230791e+00,1.708584567316833613e+02,3.865746007836276643e+00
3.376033422904798388e+08,2.710908876386445954e+00,1.710080672322032740e+02,3.902185946608871081e+00
3.376033422933374643e+08,1.622241689728638914e+00,1.708337294016841668e+02,3.938666790779098648e+00
3.376033423069958687e+08,2.217919557617997306e+00,1.709004694694425268e+02,3.980933558564030861e+00
3.376033423748271465e+08,2.197414648036426943e+00,1.709676315368415089e+02,3.908879262737459115e+00
3.376033424138597846e+08,1.821441540419382887e+00,1.709341008035106029e+02,3.893633562261562986e+00
3.376033425371007919e+08,1.704316011296934885e+00,1.710008455179200837e+02,3.968921396967989068e+00
3.376033426256031394e+08,2.413307746621240923e+00,1.708300527759375598e+02,3.874400363218233778e+00
3.376033427241353393e+08,2.055130406021802525e+00,1.710268629500535269e+02,3.926090346291661870e+00
3.376033429156141877e+08,1.663635978278073635e+00,1.709710928021353027e+02,3.829641702337450493e+00
3.376033431300222278e+08,1.667411677415208127e+00,1.708508394706819331e+02,3.925365024832485616e+00
3.376033431382732391e+08,9.439150318911531201e+01,1.709772101504467230e+02,3.913553558055777426e+00
3.376033431806172132e+08,1.596629435984670238e+02,1.709578403346014568e+02,3.937545138437194225e+00
3.376033433474801183e+08,1.984954479878656919e+00,1.708735770099466720e+02,3.851700125490553628e+00
3.376033434715687633e+08,2.400580349303388594e+00,1.708343122441714570e+02,3.888021128761933731e+00
3.376033436140312552e+08,2.094422901759745326e+00,1.708586116156669448e+02,3.873431962354157765e+00
3.376033436556988955e+08,1.700087006486996621e+00,1.707939072142711154e+02,3.923605538606928622e+00
3.376033438595876694e+08,2.861409078191456068e+00,1.709378577578362410e+02,3.988404431484531720e+00
3.376033439124463797e+08,1.811322091473224427e+00,1.708565592718001085e+02,3.840937017261606190e+00
3.376033439736601114e+08,2.214974136134328475e+00,1.708784677403708940e+02,3.887588352594629093e+00
3.376033440229352117e+08,2.273031520876932277e+00,1.708902756317379215e+02,3.763237641453801352e+00
3.376033441949822903e+08,4.137773660332312176e+01,1.709683050468590011e+02,3.806525908837721239e+00
3.376033442046213150e+08,2.354192343145212085e+00,1.709739138056405352e+02,3.885486242227384590e+00
3.376033446422968507e+08,1.732186420577566466e+01,1.709115285243362337e+02,3.929396628396537139e+00
3.376033447141344547e+08,2.147140265602443865e+00,1.707936565931296400e+02,3.912996033722914380e+00
3.376033448232931495e+08,1.961042713998499387e+00,1.710065662738724654e+02,3.901982595600710368e+00
3.376033448633052707e+08,1.865381918606171086e+00,1.708138414223408574e+02,3.931268055554141050e+00
3.376033448791508675e+08,3.130633050183211363e+00,1.708968225944153687e+02,3.924992545695091817e+00
3.376033449301064610e+08,1.865165129917445652e+00,1.709369496110439570e+02,3.779879633667057259e+00
3.376033450499702096e+08,1.954161792563166689e+00,1.709456715534313673e+02,3.968376005674845164e+00
3.376033451266894341e+08,1.903377336107402229e+00,1.710386158128830516e+02,3.909258157397678790e+00
3.376033451309577823e+08,1.773979094198414819e+00,1.709252207672851398e+02,3.969149176983793215e+00
3.376033453797714710e+08,2.339800116545401210e+00,1.709449554176535457e+02,4.031344154189579143e+00
3.376033456822487116e+08,1.953797997145088505e+00,1.709131668973361116e+02,3.992104370957067161e+00
3.376033457435815334e+08,2.014864899894514672e+00,1.708619240437776909e+02,3.934705313968204887e+00
3.376033457536268830e+08,1.957133912777006657e+00,1.709967977823766319e+02,3.980127145150295753e+00
3.376033460471994281e+08,1.678736316836650921e+00,1.709112468143152910e+02,3.799386659630794139e+00
3.376033460930623412e+08,1.949679595797012999e+00,1.709529400822034120e+02,3.863177177784832050e+00
3.376033464290771484e+08,2.155853733972866504e+00,1.710374075374044196e+02,3.913914763356396431e+00
3.376033464649261236e+08,1.224987658924186036e+02,1.708732602906273428e+02,3.864221199917226013e+00
3.376033466749196649e+08,2.144029792306006765e+00,1.710021727371033933e+02,3.898140782780381119e+00
3.376033470990545750e+08,1.883593998692455251e+00,1.709603752372156293e+02,3.898101045645717022e+00
3.376033471712868214e+08,1.961902394104289904e+00,1.709448467839927730e+02,3.986226543907747111e+00
3.376033471957844496e+08,2.243949342504370392e+00,1.709413343556295786e+02,3.939540890097820824e+00
3.376033473325157762e+08,1.673653089374203651e+00,1.709590072312864208e+02,3.960359767499959105e+00
3.376033474023582935e+08,1.592906579830277281e+02,1.709473160317315603e+02,3.998190034776779811e+00
3.376033474980444908e+08,2.336134793092530249e+00,1.708900078478573619e+02,3.868558487128630485e+00
3.376033475348296165e+08,1.762899108358473521e+00,1.708929414327840561e+02,3.901552148230852168e+00
3.376033477140994072e+08,1.948626777739581595e+00,1.709488577065083632e+02,3.917349686817250820e+00
3.376033477559057474e+08,2.282852285760599287e+00,1.709334281996982838e+02,3.855091658598986726e+00
3.376033478056982160e+08,1.750368493616763388e+00,1.709220069171194893e+02,3.927072239358623484e+00
3.376033478382869363e+08,1.879012320687176274e+00,1.709055213975740344e+02,3.897608776989559320e+00
3.376033479505971670e+08,1.756128292061706508e+00,1.708409276444593843e+02,3.850738977859221812e+00
3.376033481027504206e+08,2.165623020612857275e+00,1.709969829352367299e+02,3.967392140355154417e+00
3.376033488135988116e+08,2.875437779129644600e+00,1.710005951991479947e+02,3.981027765697942922e+00
3.376033490921511650e+08,1.680794674149675760e+00,1.709273219215824327e+02,3.812829965620481598e+00
3.376033495456511974e+08,1.812636038939784644e+00,1.708779913942663597e+02,3.941080789557170228e+00
3.376033496561677456e+08,2.567910691284118307e+00,1.708783557778005502e+02,3.991530025852018326e+00
3.376033498824562430e+08,2.293325943538374379e+00,1.709776275684895097e+02,3.811928841861478290e+00
3.376033499280520082e+08,1.353252568918871468e+01,1.708816441684016922e+02,3.917144059826072944e+00
3.376033502211899757e+08,2.179886270514860946e+00,1.708802775965675380e+02,3.970668026784381244e+00
3.376033502347047925e+08,1.644044260929838241e+00,1.708649972223811915e+02,3.871779787543012219e+00
3.376033502379305363e+08,1.908274199467272503e+00,1.708940662785774975e+02,3.797579989449601179e+00
3.376033503262824416e+08,1.898377457050331341e+00,1.709978838054637436e+02,3.941026493207191006e+00
3.376033503376985192e+08,2.297463678796288988e+00,1.708678779524940694e+02,3.915928985800684714e+00
3.376033503790050149e+08,2.161019618575775958e+00,1.708649635134580080e+02,3.890598080226984390e+00
3.376033506995678544e+08,2.005721137798227360e+00,1.709157048322256855e+02,3.881426014155008541e+00
3.376033507767952681e+08,1.983779910003475866e+00,1.709777568840844708e+02,3.987493648113198841e+00
3.376033507834494114e+08,2.416397493605108249e+00,1.708372909754976092e+02,3.908517823359414223e+00
3.376033508160054684e+08,2.250750667384685322e+00,1.709434010754104349e+02,3.991443313562232031e+00
3.376033508277240992e+08,2.323279503721566552e+00,1.708785626306748497e+02,3.814137313179948752e+00
3.376033509149062634e+08,1.707923261633326639e+00,1.710491552894595202e+02,3.877958230815381491e+00
3.376033509435364008e+08,1.790639385094965341e+00,1.709560247886516891e+02,3.789222089927475334e+00
3.376033512170323730e+08,2.239239777786498742e+00,1.709511332082155945e+02,4.028679248309674499e+00
3.376033512790243030e+08,2.022050774189015243e+00,1.710446946337038980e+02,3.875104766982920612e+00
3.376033513286470771e+08,1.838595807166439000e+00,1.710160397187071908e+02,3.919725954731200446e+00
3.376033514767760038e+08,2.191881754984490449e+00,1.710293845618703585e+02,3.897691184443909940e+00
3.376033514954468608e+08,1.108944674212419415e+02,1.708253061893804272e+02,3.914724358269417781e+00
3.376033515450159907e+08,1.897037539890286562e+00,1.709548632822763636e+02,3.808433885428375909e+00
3.376033516493271589e+08,2.206145860612798160e+00,1.709525565830082314e+02,3.870615651074729602e+00
3.376033520258102417e+08,1.684247418075278002e+00,1.709577349931604147e+02,3.952364219725058803e+00
3.376033520397406220e+08,2.844140313711835955e+00,1.708273754722818296e+02,3.880286516065892144e+00
3.376033521384922266e+08,2.296522859036306041e+00,1.709787891029871503e+02,3.884845464873020404e+00
3.376033521590771079e+08,2.349513258024408913e+00,1.709440614177150053e+02,3.893309340076380742e+00
3.376033522614501715e+08,1.046051135135757306e+02,1.708932717009245152e+02,3.883661669711857112e+00
3.376033522725843787e+08,1.661921340247408896e+00,1.709372102981090791e+02,3.955320379647909057e+00
3.376033523475827575e+08,2.400692442820956174e+00,1.709200577943421422e+02,3.889449341780690794e+00
3.376033523866025209e+08,2.326908738669136945e+00,1.708947284425603925e+02,3.957292289663589813e+00
3.376033524979068637e+08,1.957989016520765624e+00,1.709918456223781504e+02,3.817460936662606663e+00
3.376033527331722379e+08,5.159671781639725729e+00,1.709672038911132290e+02,4.015740849664281242e+00
3.376033528660132885e+08,2.182350420217725961e+00,1.710187694451092852e+02,3.941778146274801387e+00
3.376033531168880463e+08,1.818169989357437011e+00,1.709630306775527515e+02,3.960032571853761230e+00
3.376033532154813409e+08,2.145087151811836623e+00,1.710029358502543175e+02,3.975049896169668529e+00
3.376033532275336385e+08,1.636129692243230460e+00,1.709375983268409698e+02,3.992270194125617788e+00
3.376033533024163842e+08,2.162961669237587703e+00,1.708291432127777796e+02,3.912455626763247984e+00
3.376033533116819263e+08,1.813953830795190125e+00,1.709320393382775762e+02,3.946990954025167753e+00
3.376033534731510878e+08,2.116892441795197755e+00,1.709237658395695121e+02,3.879746117678202655e+00
3.376033534751589298e+08,8.615018694847530867e+01,1.710316224355640884e+02,3.841888854056421998e+00
3.376033534906322956e+08,2.862094796237257377e+00,1.709366980613501710e+02,3.863992194511131739e+00
3.376033535804452896e+08,2.122449063710309503e+00,1.709392248229107452e+02,4.015811293059730502e+00
3.376033536092106104e+08,6.672912854337830879e+01,1.709544042584590784e+02,3.966168975898483051e+00
3.376033536469746828e+08,1.715634282632013674e+00,1.709133072356076184e+02,4.001904136247953936e+00
3.376033536572644114e+08,1.802041780783535829e+00,1.709697486603995742e+02,3.971690271525190497e+00
3.376033536622436643e+08,2.167222787309207810e+00,1.710268322909331857e+02,3.919039195914395091e+00
3.376033536680132151e+08,2.216667340183536616e+00,1.709617519090226381e+02,3.945735684319464642e+00
3.376033538657371998e+08,1.816060731524270944e+00,1.709202233715043064e+02,3.915609252539247187e+00
3.376033540484992862e+08,1.432964483589268525e+02,1.708836914962429887e+02,3.837430574421500040e+00
3.376033540725668669e+08,8.028101817694856379e+01,1.709866353763196116e+02,4.000086727900312056e+00
3.376033541298801899e+08,2.375404470610461782e+00,1.709809617293482518e+02,4.008118624169138222e+00
3.376033541810432076e+08,2.744788619413495923e+01,1.709094191859855414e+02,3.773488436223223719e+00
3.376033545125618577e+08,2.128886064014605672e+00,1.709191065680805082e+02,3.967750603329159631e+00
3.376033550885145664e+08,2.029312065248915609e+00,1.709615304496079773e+02,3.907730994082735609e+00
3.376033552860460877e+08,2.156763709897097314e+00,1.709619012288831925e+02,3.958220398622947833e+00
3.376033553565375209e+08,1.872669645560505192e+00,1.709712320195869779e+02,3.922385765407448766e+00
3.376033554020556808e+08,2.522879139884041777e+00,1.709069345086381020e+02,3.937969337394878089e+00
3.376033554567402005e+08,1.973283307723683988e+00,1.708947167780632981e+02,3.983966774537056388e+00
3.376033556184550524e+08,2.317411129500419165e+00,1.708192095769925345e+02,3.913406929544617441e+00
3.376033556662861705e+08,1.691011359058198327e+00,1.709052179749295135e+02,3.937460069700881249e+00
3.376033557008739710e+08,1.695675926296171143e+00,1.709509425697144422e+02,3.811812262067568735e+00
3.376033558025499582e+08,2.076600886049453365e+00,1.708664679898027430e+02,3.950935456540767721e+00
3.376033558344112635e+08,1.853714253229479247e+00,1.708216473307904835e+02,3.944036384465870348e+00
3.376033559645161629e+08,2.657452757739501070e+00,1.709188228060940560e+02,3.988379820437067735e+00
3.376033560624750853e+08,3.824835314148930632e+00,1.708819620671116581e+02,3.863067610143738673e+00
3.376033561347441077e+08,1.988655822353861513e+00,1.709505474384937997e+02,3.862152739540544388e+00
3.376033562868302464e+08,2.370964119964023453e+00,1.708598310726636385e+02,3.849156302697939402e+00
3.376033563071560860e+08,2.362435783722002469e+00,1.708938345679708277e+02,3.983134147534372005e+00
3.376033564444822073e+08,1.955743695119712466e+00,1.709084164858711858e+02,3.965781935696772731e+00
3.376033568957704306e+08,2.395299107706840402e+00,1.709632332303445423e+02,3.840565530305803055e+00
3.376033569574106336e+08,1.976787995609046611e+00,1.709545015969077042e+02,4.012717436164102480e+00
3.376033569975638986e+08,2.269620814833492872e+01,1.708479584380605161e+02,3.861064721726419346e+00
3.376033571111629009e+08,2.736367982256448173e+00,1.708360608175857465e+02,3.934703922605391924e+00
3.376033571720263958e+08,1.837115859389360395e+00,1.708893406874221341e+02,3.971552566979468235e+00
3.376033572265791297e+08,1.938933417553654781e+00,1.708881610388007459e+02,3.903675750302313396e+00
3.376033573203840852e+08,4.151974276969514932e+00,1.708823869872497596e+02,3.944765454424391748e+00
