# Time (s), Energy (keV), RA (deg), Dec (deg)
3.376033412105424404e+08,1.936051144498224019e+00,1.708775461143438008e+02,3.824018203201015265e+00
3.376033417682967186e+08,2.969898804508835255e+00,1.710478148706650359e+02,3.882255360429002433e+00
3.376033418351422548e+08,2.007325095477763721e+00,1.709566249395605837e+02,3.946072836607636081e+00
3.376033418805712461e+08,1.876598461714800381e+00,1.710435975135533795e+02,3.903627429809623628e+00
3.376033419071010351e+08,2.003373991172499924e+00,1.708807172701518482e+02,3.814250562199418937e+00
3.376033421223304272e+08,2.399583015450306167e+00,1.708921994950176497e+02,3.856092728161341299e+00
3.376033424666243196e+08,1.794220162691558373e+00,1.709229932150269633e+02,3.849728493464680046e+00
3.376033425462651849e+08,2.039387253887896101e+00,1.708528528299433731e+02,3.900089673751533148e+00
3.376033428642225862e+08,1.318210543789236056e+02,1.709845475475807177e+02,3.813650500767876483e+00
3.376033429297270179e+08,3.105575171926431288e+00,1.709853370000805342e+02,3.981149517395617288e+00
3.376033430066115856e+08,2.236835367809257846e+00,1.709572923937943756e+02,3.850961972957072543e+00
3.376033430992245078e+08,7.429566187591407811e+01,1.709126605336224429e+02,3.766830464932556133e+00
3.376033431405991316e+08,2.230174632321971551e+00,1.709486044778025473e+02,3.872851080854118333e+00
3.376033432194455862e+08,1.959148563958623024e+00,1.709827104353659593e+02,3.961750516530713639e+00
3.376033432823497653e+08,1.980272960666483062e+00,1.709534751163622275e+02,4.026219131486522329e+00
3.376033433471127748e+08,2.337122017286874076e+00,1.710245652045780673e+02,3.887056961493394525e+00
3.376033434159281254e+08,1.933160136247406680e+00,1.709451618390359044e+02,3.871913270995841483e+00
3.376033437775626183e+08,2.130229786940216030e+00,1.709984262075923880e+02,3.982844986560711398e+00
3.376033440863075256e+08,1.968710774577196121e+00,1.709510932276657513e+02,3.898107890367463746e+00
3.376033446976100802e+08,3.200425445538982228e+00,1.709118099466104468e+02,3.840753870463390562e+00
3.376033449119835496e+08,1.860992394340306166e+00,1.707985222556343956e+02,3.914700810488024540e+00
3.376033449355118871e+08,2.280221164638570830e+00,1.709393367473429066e+02,3.993028808941999408e+00
3.376033450892858505e+08,1.984677405376167103e+00,1.709731893425673661e+02,4.000790158416318576e+00
3.376033454305757284e+08,2.229717540202669213e+00,1.708706870588939637e+02,3.851057728881241982e+00
3.376033455063798428e+08,2.345683709880538537e+00,1.708929144557293114e+02,3.810098774913952102e+00
3.376033455197235942e+08,1.991980938275448532e+00,1.709898815353547263e+02,3.872605895123767628e+00
3.376033457372528911e+08,2.248825088875368472e+00,1.708105888658431297e+02,3.882022086875267952e+00
3.376033458443386555e+08,6.902199887126927536e+01,1.709494170576270449e+02,3.892475892370422130e+00
3.376033459928422570e+08,2.062887063636176244e+00,1.708782730464396309e+02,3.973383325923034004e+00
3.376033460709447861e+08,1.729955836314472695e+00,1.708978351853814104e+02,3.958564382073933796e+00
3.376033462944831252e+08,2.275867470455585018e+00,1.708959576568304612e+02,3.898344965425921238e+00
3.376033463362385035e+08,2.315943425395106559e+00,1.709411982377567085e+02,4.014206851029381795e+00
3.376033465819267035e+08,2.606123664465525014e+00,1.708637876338188732e+02,3.881003729310479766e+00
3.376033467367419004e+08,1.635693488895391789e+00,1.708888795157568836e+02,3.825096878129160771e+00
3.376033471317651868e+08,2.251680231829060741e+00,1.709892035406857929e+02,3.977218914349097467e+00
3.376033472239658237e+08,5.421156185964131957e+00,1.708881219198526082e+02,3.969297883148851458e+00
3.376033472302860022e+08,1.717937284198876480e+00,1.709532365786234607e+02,3.846656686398224778e+00
3.376033472545555234e+08,2.723546102888543263e+00,1.709137678526881814e+02,3.881469731784355837e+00
3.376033473258183002e+08,2.186928520929344089e+00,1.708930434434727488e+02,3.968530185438151836e+00
3.376033474801900983e+08,1.947174684367484865e+00,1.709337105055361121e+02,3.952944892318962733e+00
3.376033475017017126e+08,1.819580824977319766e+00,1.708606800713388054e+02,3.855349688031255440e+00
3.376033475464082956e+08,2.728157046725099732e+00,1.709949636417816237e+02,3.922495115715003422e+00
3.376033478564991951e+08,2.865989951624444920e+00,1.709064803143020299e+02,3.810263578214259539e+00
3.376033478711425662e+08,2.372987719241061555e+00,1.710079083767414829e+02,3.912953081925164334e+00
3.376033479764334559e+08,1.653516342109423443e+00,1.709151393890499264e+02,3.877666988432042938e+00
3.376033480528377295e+08,2.275012230342123409e+00,1.709807484402232660e+02,3.929273796370177152e+00
3.376033481451592445e+08,2.294129537685154929e+00,1.709274236913587686e+02,3.984060657124028459e+00
3.376033482969051003e+08,2.124310496179886876e+00,1.709128124923535950e+02,3.863792764142092828e+00
3.376033483817415833e+08,1.748829061649709082e+00,1.709225182051238789e+02,3.817228114963662655e+00
3.376033484548035860e+08,1.882183525100491472e+00,1.709265085746533828e+02,3.813386815134861330e+00
3.376033486066113710e+08,1.927652163048326539e+00,1.709653984382526630e+02,3.935428625291609528e+00
3.376033486273075342e+08,2.241027227318926673e+00,1.708826478811489551e+02,3.945409349393969034e+00
3.376033486386539340e+08,2.056201551622174328e+00,1.709256352805636254e+02,3.992344152235198340e+00
3.376033486566148996e+08,1.735198113774348627e+00,1.708485048964064674e+02,3.898297184833994233e+00
3.376033486834284663e+08,1.823148925441181012e+00,1.708738159787927202e+02,3.780258957738836134e+00
3.376033489843817353e+08,1.982745003134556594e+00,1.708418072303509803e+02,3.966340747053364701e+00
3.376033489900796413e+08,2.007224937530089903e+00,1.709234103988840161e+02,4.002572256627515479e+00
