# Time (s), Energy (keV), RA (deg), Dec (deg)
3.376033410083099604e+08,1.665509332161393630e+00,1.709852687254481793e+02,3.857383100361211792e+00
3.376033412811526656e+08,1.806547407947358019e+00,1.708511499998881220e+02,3.831186276047277239e+00
3.376033414791212082e+08,1.948149568986955016e+00,1.709180333730010091e+02,3.909987304612064118e+00
3.376033416375087500e+08,2.136832910320647372e+00,1.708850929864781847e+02,3.848363350401097893e+00
3.376033418387621045e+08,2.851394131958275402e+00,1.708909173989383703e+02,3.874675862701665086e+00
3.376033419759517312e+08,2.182150971374294812e+00,1.708660021338781689e+02,3.873545365597086843e+00
3.376033421377145648e+08,1.719105536209946550e+00,1.710316751342264752e+02,3.907857556765521156e+00
3.376033422159643173e+08,1.805432196447666948e+00,1.709885353686070744e+02,3.805429214730558840e+00
3.376033425780837536e+08,2.909035726876032957e+00,1.708400984528189497e+02,3.940791884446073645e+00
3.376033426026510000e+08,1.736563031038270033e+00,1.709812688433410415e+02,3.863367474451560035e+00
3.376033428989517689e+08,1.748796256626509393e+00,1.709688467291979350e+02,4.026948922978858647e+00
3.376033430085246563e+08,1.709767699377570116e+00,1.709189844047808720e+02,4.002813390250622660e+00
3.376033430802972913e+08,1.895132916263729816e+00,1.709300699561967178e+02,3.768125281771613100e+00
3.376033432818650603e+08,2.450673475673968760e+00,1.710021796744278788e+02,3.862991895242734230e+00
3.376033433098204136e+08,1.939739581125366152e+00,1.709279248889013729e+02,3.938250542622587336e+00
3.376033433161771894e+08,2.122144143040210817e+00,1.709810614372443638e+02,4.015967552370602434e+00
3.376033439527673125e+08,1.803535823194789556e+00,1.709960885860825499e+02,3.825546688409123597e+00
3.376033439843827486e+08,2.082923463945062004e+00,1.708199510013699580e+02,3.943638604287172278e+00
3.376033440750777125e+08,1.988733937834561871e+00,1.709462652141922945e+02,3.969083530390520309e+00
3.376033444149869680e+08,2.118012207121103607e+00,1.708233828971028174e+02,3.941594392590054508e+00
3.376033445645920038e+08,3.002783796594837629e+00,1.709021960260805884e+02,3.823719831521341650e+00
3.376033446415387988e+08,2.379882059439691666e+00,1.710192659196739555e+02,3.834292043017925256e+00
3.376033449070549607e+08,2.919528895072859065e+00,1.708400697901395802e+02,3.945230216174563154e+00
3.376033452154117823e+08,1.740032072737869306e+00,1.709588434161839814e+02,3.895229394422862423e+00
3.376033452990518808e+08,1.950074460912862850e+00,1.709160286640484969e+02,3.991327359044919199e+00
3.376033454914414287e+08,1.945165314677810287e+00,1.708577125172945159e+02,3.881741805217679087e+00
3.376033455178622603e+08,2.607151043114711442e+01,1.710394981059656914e+02,3.886852497704508913e+00
3.376033455837706923e+08,1.716983514590578741e+00,1.708970688155195319e+02,3.808337953106840423e+00
3.376033455922772884e+08,2.414270382753094690e+00,1.709356190075319262e+02,3.828058609786443967e+00
3.376033456956664920e+08,1.756306397169712152e+00,1.709363959058674709e+02,3.942715126800466763e+00
3.376033457342205644e+08,2.630170787274765054e+00,1.709522924739070788e+02,3.907239276267838957e+00
3.376033459214054346e+08,3.349699125707235048e+00,1.708234334317725995e+02,3.923854800818048716e+00
3.376033460624760389e+08,2.251075698333760311e+00,1.709522450744514686e+02,3.974616814091077810e+00
3.376033461070531607e+08,1.070017318235677237e+02,1.710432417518046009e+02,3.845420492656853817e+00
3.376033462678657174e+08,3.102254116918553351e+00,1.710379681915069909e+02,3.931020025005590668e+00
3.376033463676134348e+08,1.723256056452314722e+00,1.709802572610189202e+02,4.008059015552997373e+00
3.376033467144392729e+08,1.903785789207573131e+00,1.708651707355194560e+02,3.949414383296775188e+00
