# Time (s), Energy (keV), RA (deg), Dec (deg)
3.376033411236497164e+08,1.774009662053287695e+00,1.708812516255856622e+02,3.808639817501771496e+00
3.376033412090238929e+08,1.986177765656479632e+00,1.708452377080718918e+02,3.871664575645306972e+00
3.376033412455106378e+08,2.368756519384425552e+00,1.709951524105948124e+02,3.929283153412740148e+00
3.376033413116890192e+08,1.812816525290348979e+00,1.709962658311666530e+02,3.971339375867594779e+00
3.376033414975894690e+08,2.389029061805832299e+00,1.710322314848003487e+02,3.856506465996497823e+00
3.376033415548726916e+08,1.782926503365870774e+00,1.709690994064386302e+02,3.795158568509997110e+00
3.376033417150241733e+08,2.387877442645502946e+00,1.709208970676783110e+02,3.817730466249370735e+00
3.376033417375755310e+08,2.414770186072719316e+00,1.709750855006024040e+02,3.829570666909838828e+00
3.376033417671035528e+08,1.675249720116147589e+00,1.708895973714598995e+02,3.788990055644597454e+00
3.376033422199953794e+08,2.939276532962053601e+00,1.709127536232076352e+02,3.910670870181966130e+00
3.376033423392722607e+08,2.174983143121099083e+00,1.708880463122991671e+02,3.828259344483150084e+00
3.376033424738324881e+08,2.338439531898320212e+00,1.710269619887330919e+02,3.830401862505564914e+00
3.376033427157385349e+08,2.103860288559770808e+00,1.708415550106975047e+02,3.928050351232032167e+00
3.376033429789015055e+08,1.951671318525273868e+00,1.709909911207782613e+02,3.935879183155189587e+00
3.376033429815949798e+08,2.374295767094269483e+00,1.708950630592062225e+02,3.892336690047628167e+00
3.376033430127435923e+08,2.098033841801810517e+00,1.708309477434829660e+02,3.952049465606254142e+00
3.376033431342771649e+08,2.064724176539302292e+00,1.709283331188310342e+02,3.831065149953608806e+00
3.376033433684840202e+08,1.842366989924348220e+00,1.709652456746795224e+02,3.933589942505989701e+00
3.376033435131216049e+08,2.684998565765242873e+00,1.709657130055201151e+02,3.827600723257407189e+00
3.376033435492420793e+08,2.790206950368578021e+00,1.708402155159096196e+02,3.912568536387456053e+00
3.376033437154080272e+08,2.259369558137424239e+00,1.709441959970948233e+02,3.922558695344845692e+00
3.376033440886149406e+08,1.065575037711525219e+01,1.709192175189550369e+02,3.816339834532840758e+00
3.376033442870259881e+08,2.065812244874366765e+00,1.709095954135223110e+02,3.779934069383541040e+00
3.376033443951998949e+08,1.669478916461549778e+00,1.709800100615291285e+02,4.008710555399206399e+00
3.376033445295884609e+08,3.103578289751971031e+00,1.710235758374673480e+02,3.906420103180145986e+00
3.376033446924999952e+08,2.248722714162955327e+00,1.708433366621507048e+02,3.927508258380865591e+00
3.376033447428529263e+08,1.750433975094413119e+00,1.709412056014832046e+02,3.985977242446717916e+00
3.376033447906112671e+08,5.576040462739087644e+01,1.708964972317734521e+02,3.767252008376639427e+00
3.376033448530474305e+08,2.000020438471715067e+00,1.709308974258803175e+02,3.947136800032812420e+00
3.376033449637802839e+08,1.785201699667109843e+00,1.709940508075130765e+02,3.937396531989346915e+00
3.376033449803144932e+08,2.411476589658330560e+00,1.709279593723439632e+02,3.855389423303943630e+00
3.376033450774038434e+08,1.772313291458820883e+00,1.709730044402009526e+02,3.929467987349009928e+00
3.376033451767665148e+08,2.266928898766154887e+00,1.709436778372022161e+02,3.844040172676014944e+00
3.376033451931462884e+08,1.740375039478217145e+00,1.710408822995210869e+02,3.910783074450296048e+00
3.376033452971677780e+08,2.044559732470862201e+00,1.708532728744017390e+02,3.840049731904148445e+00
3.376033453075972795e+08,2.414504546726854883e+00,1.709097377656000276e+02,3.957850876371763249e+00
3.376033455254459381e+08,1.732292767176228709e+00,1.708962377080125918e+02,3.802419881061061879e+00
3.376033455288183093e+08,3.145601976663342736e+00,1.709519558881648607e+02,3.794074122922781456e+00
3.376033456367025375e+08,1.794466169708393233e+00,1.709089547948109384e+02,3.766379893027234971e+00
3.376033457615333796e+08,3.017908994348192309e+01,1.710257289157006539e+02,3.855691498969572972e+00
3.376033458006918430e+08,1.756034921108577729e+00,1.710608379784916622e+02,3.889614398976513066e+00
3.376033458013585210e+08,1.951159873887701401e+00,1.708985722928043458e+02,3.970700344725328623e+00
3.376033458452749252e+08,1.836940384210509647e+00,1.708817127111601337e+02,3.839047033715190960e+00
3.376033459503809810e+08,2.871977300739368744e+00,1.709771179139494279e+02,4.028417797627223962e+00
3.376033461695368290e+08,1.740669463000332540e+00,1.708172175510744069e+02,3.903881863452297374e+00
3.376033462586745620e+08,2.021316829975267293e+00,1.709339165002182597e+02,3.991737807039605457e+00
3.376033462806140184e+08,2.887029217994038000e+00,1.710333336337556318e+02,3.869170242131789728e+00
3.376033463981177807e+08,2.055539106591084408e+00,1.710023704519988712e+02,3.824410089895942555e+00
3.376033464751679301e+08,2.195474399205663119e+00,1.709840357938743125e+02,3.892906625165040158e+00
3.376033465890400410e+08,1.875610663998045213e+00,1.709167208245106906e+02,3.761317648749891163e+00
3.376033466309047937e+08,2.001349165543619968e+00,1.709709711949976167e+02,4.032767843751728698e+00
3.376033466412121654e+08,2.233667567640740259e+00,1.708391565094008797e+02,3.859946230817102641e+00
3.376033467292630672e+08,2.346475352279765669e+00,1.709849919266721940e+02,3.940967176650404191e+00
3.376033469417606592e+08,2.356289613864479993e+00,1.709347730726594250e+02,3.869549528834936414e+00
3.376033469591452479e+08,1.856404553142105840e+00,1.710278131990365011e+02,3.837598552088554271e+00
3.376033469802367091e+08,1.856607311795642978e+00,1.710363065858014977e+02,3.879012146118560267e+00
