# Time (s), Energy (keV), RA (deg), Dec (deg)
3.376033410372658372e+08,2.225680102416204065e+00,1.709885732111967513e+02,3.908111961605999163e+00
3.376033418502765894e+08,1.695622576784725943e+00,1.708488204297503614e+02,3.965913227542787300e+00
3.376033420116643906e+08,2.398077510167736293e+00,1.709301492566173124e+02,3.984846905646603599e+00
3.376033421640259624e+08,6.712796192633162740e+00,1.709255273732434830e+02,3.942485121348685340e+00
3.376033422019656897e+08,4.601998493934979706e+01,1.708877540666226764e+02,3.817988277655511631e+00
3.376033425448999405e+08,2.449121351142901304e+00,1.710022038919385068e+02,3.832829510111642080e+00
3.376033425943358541e+08,2.153258000709709741e+00,1.709707468795932073e+02,4.029923527237354364e+00
3.376033426683973074e+08,1.526863854712097748e+02,1.709616064284976460e+02,3.937348172027075321e+00
3.376033427723961473e+08,2.258107097449570055e+00,1.709279601583735086e+02,3.937659576030580144e+00
3.376033431030699015e+08,1.997498621956530052e+00,1.708979993011127760e+02,3.935486254782860627e+00
3.376033433341850042e+08,2.251625324243960335e+00,1.709686767978140836e+02,3.965701522584698324e+00
3.376033433524249196e+08,2.281453537729095427e+00,1.709625975967213947e+02,3.998342308381611865e+00
3.376033437575339675e+08,3.002425574333952696e+01,1.709940004543230145e+02,3.919497943223204661e+00
3.376033437714852691e+08,2.125828273979003313e+00,1.708083903266839911e+02,3.928935001062341392e+00
3.376033439716528654e+08,1.698153043191263478e+00,1.708643170124242943e+02,3.906365453216910311e+00
3.376033440608490109e+08,2.179667698859091285e+00,1.710212885184077720e+02,3.879896823048278875e+00
3.376033443799882531e+08,2.191854212765270926e+00,1.709914464622575565e+02,3.925025434112604295e+00
3.376033444270748496e+08,4.017363439169274741e+00,1.707961066551835074e+02,3.933165474200464029e+00
3.376033445450335145e+08,2.339980450235579212e+00,1.708951337648888682e+02,3.971992139591796533e+00
3.376033445962753892e+08,2.901643546331647894e+00,1.709892943821415088e+02,3.958756377091021683e+00
3.376033446410195231e+08,1.690170176181901907e+00,1.710520156134690524e+02,3.903959260828664402e+00
3.376033446567029357e+08,2.225678331344082661e+00,1.710829681299225342e+02,3.856050062332676109e+00
3.376033446888422370e+08,1.992107199449315136e+00,1.709761326973108169e+02,3.970274793197203778e+00
3.376033447050154805e+08,2.061978115670739076e+00,1.709437267027786334e+02,3.807079014232540803e+00
3.376033447593666911e+08,1.625327271698019604e+00,1.709326280796067579e+02,3.888700898282774876e+00
3.376033452508524060e+08,2.204233820160528712e+00,1.709160092336259140e+02,3.817298205050151605e+00
3.376033453610124588e+08,3.176281085120346681e+00,1.708921841915077664e+02,3.845360946845909123e+00
3.376033453974608183e+08,1.952157103381192638e+00,1.709951161659964782e+02,3.955637272873478771e+00
3.376033455464316010e+08,2.531853049484447116e+00,1.708542342755810921e+02,3.958926704703175314e+00
3.376033456926996112e+08,1.829206071054637173e+00,1.709704767534826431e+02,3.822970682407016429e+00
3.376033458037579656e+08,1.942299940849821827e+00,1.710414782662739697e+02,3.915416590425486287e+00
3.376033461149138212e+08,1.615420515123988432e+00,1.708780226073140227e+02,3.966553203436553598e+00
3.376033463057379127e+08,2.330724496985190353e+00,1.709477693433182424e+02,3.988028875410487561e+00
3.376033463448722959e+08,1.711903574598064193e+00,1.709186733971297656e+02,4.001453286157014233e+00
3.376033467752153277e+08,1.601479921382742422e+00,1.709612485848769268e+02,3.829849937985009056e+00
3.376033470433363914e+08,1.844895033770527215e+00,1.709096184434023940e+02,3.883966239219561967e+00
3.376033470762742758e+08,2.892927172304572636e+00,1.708525171198195665e+02,3.933933304176485457e+00
3.376033471200660467e+08,1.648774550753593360e+00,1.709595131311741056e+02,4.027421776112636742e+00
3.376033471579862237e+08,2.220681687820040384e+00,1.708593069379963651e+02,3.946271915673482233e+00
3.376033473283683062e+08,2.337151969389595241e+00,1.710626294539679861e+02,3.874067213021295419e+00
3.376033473409196138e+08,2.040987222007943913e+00,1.709205475455254373e+02,3.828011205376311565e+00
3.376033473549165130e+08,2.056864923618979546e+00,1.710619959039510718e+02,3.861314033161017178e+00
3.376033474294807911e+08,1.747086026305878059e+00,1.710466417991772232e+02,3.883454511986559776e+00
3.376033474678661823e+08,1.764281645438199986e+00,1.709448618015303509e+02,3.780552285040803540e+00
3.376033475187693238e+08,1.933905515367672745e+00,1.709204016920265019e+02,3.961325773508056258e+00
3.376033475202558041e+08,2.383977384826752477e+00,1.709676206999469628e+02,4.022526812548202990e+00
3.376033476093186140e+08,2.426862744006765737e+01,1.709003100542287257e+02,3.765044442186918694e+00
3.376033476979064941e+08,2.189799916582498618e+00,1.708957254434600372e+02,3.809033325883472543e+00
3.376033478434672952e+08,2.336496891785169616e+00,1.710270521954967080e+02,3.819872160933241112e+00
3.376033478786965609e+08,2.106517290903862527e+00,1.709220452887979320e+02,3.848400834888907163e+00
3.376033479475744367e+08,2.265554303609435216e+00,1.710187461596090657e+02,3.823446050637662630e+00
3.376033479856135845e+08,2.207593158642859876e+00,1.710308229439880279e+02,3.885190232288890044e+00
3.376033479957463741e+08,1.822906466472086962e+01,1.709552651872919284e+02,3.943475739336570030e+00
3.376033482746484876e+08,1.663245943372924529e+00,1.709084541717565457e+02,3.894850542896707069e+00
3.376033483343123198e+08,1.978824699924403019e+00,1.709425706382216674e+02,3.975223871378651630e+00
3.376033483461025953e+08,2.397316718261719437e+00,1.709568601284012459e+02,4.016919782067461142e+00
3.376033483657364249e+08,2.129583856253280949e+00,1.708343996228432218e+02,3.928914035653008785e+00
3.376033484020428658e+08,2.356364246333448431e+00,1.709271129152644733e+02,3.985976754105080122e+00
3.376033484429081082e+08,1.735589757147710799e+00,1.709354870704268592e+02,4.001121357028543102e+00
3.376033487187535167e+08,1.960881919243440574e+00,1.710099998547981670e+02,3.888673787869573850e+00
3.376033487211673856e+08,2.592534681331368329e+00,1.709134249094169036e+02,3.792005584547894603e+00
3.376033487769169807e+08,2.632979250161280760e+00,1.709319252803675226e+02,3.796667428835968749e+00
3.376033487886579633e+08,2.128412438663047190e+00,1.708618246883940230e+02,3.850701759586182771e+00
3.376033488170976639e+08,2.018197717342248509e+00,1.710223256861267771e+02,3.850992641174248110e+00
