# Time (s), Energy (keV), RA (deg), Dec (deg)
3.376033411340025663e+08,2.370166133900961647e+00,1.710488291717203140e+02,3.876581889678859749e+00
3.376033412201730609e+08,2.269143222594065090e+00,1.709012461956279765e+02,3.946850502866578569e+00
3.376033412314896584e+08,2.210041157883686047e+00,1.709109019235327764e+02,3.832765131591961971e+00
3.376033412315283418e+08,2.393056727248513482e+00,1.708506198159474536e+02,3.876167890772292957e+00
3.376033414421119094e+08,2.250182405510277039e+00,1.708666920179889530e+02,3.906206638103834283e+00
3.376033415610767007e+08,2.666732802282184789e+00,1.709124332458723927e+02,4.002502912780989242e+00
3.376033415848736167e+08,1.756155684829675545e+00,1.709319336951477624e+02,3.813814703961700303e+00
3.376033416125609875e+08,1.820727523391471259e+00,1.708632402582307179e+02,3.789601239535642652e+00
3.376033417604755163e+08,2.073272697468904191e+00,1.709056334495789145e+02,3.911074915985534250e+00
3.376033417939810157e+08,1.605685411363114934e+00,1.709555282655010728e+02,3.894926775671166297e+00
3.376033420273244977e+08,1.919105271971561777e+00,1.708921719869560434e+02,3.766038050226918621e+00
3.376033420344026089e+08,2.384060188145884496e+00,1.708484711832041114e+02,3.858097006584367161e+00
3.376033421125544310e+08,1.835919960497702119e+00,1.710574729169556747e+02,3.855033038182001714e+00
3.376033422892441154e+08,2.114725662825699182e+00,1.709388139619898368e+02,3.806812151109332465e+00
3.376033423063414693e+08,2.210072010358058670e+00,1.709941451594253294e+02,3.893767416313534291e+00
3.376033423185217381e+08,1.966420196501761586e+00,1.708885376546334669e+02,3.773487168562373206e+00
3.376033423699208498e+08,2.080604089703956383e+00,1.708205632414387480e+02,3.873400550764336092e+00
3.376033424275070429e+08,2.032210715973244763e+00,1.709741194748835937e+02,3.981197060118578879e+00
3.376033425308287144e+08,1.947036955744150033e+00,1.709691132407998850e+02,3.818128574858468571e+00
3.376033426177048087e+08,1.916247285013133350e+00,1.710542536827102538e+02,3.855160757012099815e+00
3.376033427373502851e+08,1.717047764391668396e+00,1.709926894412254796e+02,3.838822563837172464e+00
3.376033427420297861e+08,1.954322653616334282e+00,1.709484475402974226e+02,3.797282742348071505e+00
3.376033427583093047e+08,2.034910267583352361e+00,1.709065061143303126e+02,3.770166594449907649e+00
3.376033427740007639e+08,2.154724861309453399e+00,1.708230676724609793e+02,3.925522661278061598e+00
